Device: USB-2408-2AO
Serial Number: 1C3CD26
Channel Count: 2
Sample Count: 671
Start Time: 4/26/2023 4:26:34 PM
Scan Rate: 0.200000002980232
Sample,Time (s),CH0 (°C),CH1 (°C)
398,1989,33.477,24.070
399,1994,33.455,24.079
400,1999,33.441,24.091
401,2004,33.400,24.083
402,2009,33.347,24.077
403,2014,33.343,24.095
404,2019,33.310,24.109
405,2024,33.273,24.126
406,2029,33.255,24.155
407,2034,33.225,24.135
408,2039,33.174,24.130
409,2044,33.145,24.117
410,2049,33.119,24.126
411,2054,33.092,24.148
412,2059,33.067,24.161
413,2064,33.046,24.163
414,2069,32.997,24.126
415,2074,32.966,24.117
416,2079,32.938,24.133
417,2084,32.884,24.109
418,2089,32.843,24.055
419,2094,32.875,24.079
420,2099,32.837,24.084
421,2104,32.810,24.076
422,2109,32.776,24.098
423,2114,32.748,24.114
424,2119,32.715,24.108
425,2124,32.696,24.098
426,2129,32.650,24.093
427,2134,32.634,24.114
428,2139,32.599,24.119
429,2144,32.572,24.109
430,2149,32.533,24.117
431,2154,32.515,24.132
432,2159,32.462,24.149
433,2164,32.413,24.149
434,2169,32.384,24.159
435,2174,32.420,24.217
436,2179,32.387,24.206
437,2184,32.358,24.173
438,2189,32.317,24.175
439,2194,32.302,24.191
440,2199,32.247,24.211
441,2204,32.237,24.219
442,2209,32.208,24.234
443,2214,32.173,24.217
444,2219,32.162,24.227
445,2224,32.169,24.252
446,2229,32.125,24.275
447,2234,32.077,24.284
448,2239,32.069,24.313
449,2244,32.009,24.298
450,2249,31.966,24.310
451,2254,31.956,24.324
452,2259,31.943,24.338
453,2264,31.945,24.391
454,2269,31.909,24.363
455,2274,31.853,24.317
456,2279,31.844,24.362
457,2284,31.811,24.332
458,2289,31.769,24.334
459,2294,31.754,24.374
460,2299,31.709,24.370
461,2304,31.687,24.402
462,2309,31.663,24.403
463,2314,31.645,24.363
464,2319,31.607,24.353
465,2324,31.595,24.374
466,2329,31.579,24.387
467,2334,31.525,24.367
468,2339,31.536,24.351
469,2344,31.498,24.331
470,2349,31.468,24.322
471,2354,31.433,24.283
472,2359,31.414,24.267
473,2364,31.368,24.269
474,2369,31.351,24.242
475,2374,31.330,24.202
476,2379,31.309,24.200
477,2384,31.273,24.185
478,2389,31.235,24.188
479,2394,31.209,24.162
480,2399,31.164,24.134
481,2404,31.149,24.118
482,2409,31.130,24.130
483,2414,31.149,24.163
484,2419,31.117,24.163
485,2424,31.089,24.115
486,2429,31.061,24.076
487,2434,31.034,24.063
488,2439,30.998,24.026
489,2444,30.964,23.985
490,2449,30.950,23.953
491,2454,30.921,23.954
492,2459,30.885,23.912
493,2464,30.874,23.925
494,2469,30.846,23.914
495,2474,30.833,23.876
496,2479,30.810,23.858
497,2484,30.777,23.838
498,2489,30.764,23.836
499,2494,30.754,23.852
500,2499,30.741,23.882
501,2504,30.774,23.922
502,2509,30.753,23.904
503,2514,30.731,23.896
504,2519,30.706,23.885
505,2524,30.678,23.835
506,2529,30.649,23.866
507,2534,30.617,23.834
508,2539,30.587,23.793
509,2544,30.559,23.771
510,2549,30.542,23.738
511,2554,30.533,23.748
512,2559,30.494,23.719
513,2564,30.452,23.689
514,2569,30.454,23.714
515,2574,30.344,23.644
516,2579,30.349,23.668
517,2584,30.391,23.752
518,2589,30.384,23.794
519,2594,30.356,23.804
520,2599,30.274,23.758
521,2604,30.236,23.766
522,2609,30.223,23.764
523,2614,30.194,23.769
524,2619,30.192,23.794
525,2624,30.165,23.779
526,2629,30.140,23.793
527,2634,30.132,23.802
528,2639,30.105,23.813
529,2644,30.060,23.811
530,2649,30.038,23.828
531,2654,30.026,23.856
532,2659,30.030,23.850
533,2664,30.026,23.883
534,2669,29.996,23.892
535,2674,29.965,23.913
536,2679,29.940,23.916
537,2684,29.910,23.910
538,2689,29.886,23.941
539,2694,29.885,23.972
540,2699,29.839,23.976
541,2704,29.846,23.995
542,2709,29.828,24.006
543,2714,29.822,24.020
544,2719,29.801,24.023
545,2724,29.781,24.014
546,2729,29.769,24.023
547,2734,29.748,24.018
548,2739,29.732,24.012
549,2744,29.732,24.047
550,2749,29.683,24.039
551,2754,29.646,23.992
552,2759,29.639,23.951
553,2764,29.616,23.958
554,2769,29.589,23.966
555,2774,29.580,24.002
556,2779,29.579,24.025
557,2784,29.562,24.051
558,2789,29.564,24.038
559,2794,29.473,23.985
560,2799,29.456,23.982
561,2804,29.461,23.982
562,2809,29.432,23.942
563,2814,29.436,23.928
564,2819,29.423,23.894
565,2824,29.416,23.873
566,2829,29.397,23.874
567,2834,29.399,23.893
568,2839,29.388,23.946
569,2844,29.366,23.958
570,2849,29.331,23.973
571,2854,29.280,23.952
572,2859,29.238,23.974
573,2864,29.258,24.006
574,2869,29.214,23.996
575,2874,29.204,24.018
576,2879,29.184,24.040
577,2884,29.195,24.050
578,2889,29.179,24.034
579,2894,29.172,24.022
580,2899,29.151,24.004
581,2904,29.145,24.005
582,2909,29.125,23.996
583,2914,29.104,24.005
584,2919,29.083,24.018
585,2924,29.066,24.030
586,2929,28.990,23.969
587,2934,28.970,23.992
588,2939,28.971,24.008
589,2944,28.973,24.013
590,2949,28.955,24.005
591,2954,28.933,24.003
592,2959,28.906,24.019
593,2964,28.900,24.016
594,2969,28.884,24.011
595,2974,28.867,24.022
596,2979,28.843,24.026
597,2984,28.878,24.075
598,2989,28.869,24.091
599,2994,28.841,24.073
600,2999,28.817,24.092
601,3004,28.796,24.100
602,3009,28.775,24.100
603,3014,28.755,24.105
604,3019,28.738,24.096
605,3024,28.723,24.084
606,3029,28.716,24.082
607,3034,28.623,24.085
608,3039,28.661,24.127
609,3044,28.623,24.155
610,3049,28.603,24.174
611,3054,28.607,24.194
612,3059,28.576,24.185
613,3064,28.579,24.193
614,3069,28.555,24.179
615,3074,28.530,24.184
616,3079,28.589,24.274
617,3084,28.529,24.280
618,3089,28.546,24.280
619,3094,28.550,24.290
620,3099,28.528,24.277
621,3104,28.497,24.294
622,3109,28.476,24.277
623,3114,28.449,24.274
624,3119,28.423,24.275
625,3124,28.407,24.269
626,3129,28.383,24.265
627,3134,28.351,24.290
628,3139,28.418,24.376
629,3144,28.384,24.369
630,3149,28.361,24.379
631,3154,28.332,24.370
632,3159,28.314,24.359
633,3164,28.300,24.363
634,3169,28.251,24.342
635,3174,28.221,24.341
636,3179,28.229,24.348
637,3184,28.205,24.334
638,3189,28.250,24.393
639,3194,28.244,24.378
640,3199,28.236,24.370
641,3204,28.190,24.343
642,3209,28.162,24.353
643,3214,28.168,24.378
644,3219,28.139,24.382
645,3224,28.065,24.354
646,3229,28.109,24.359
647,3234,28.091,24.347
648,3239,28.119,24.347
649,3244,28.054,24.319
650,3249,28.030,24.276
651,3254,28.019,24.248
652,3259,28.028,24.212
653,3264,28.001,24.209
654,3269,28.003,24.183
655,3274,27.983,24.165
656,3279,27.951,24.158
657,3284,27.925,24.110
658,3289,27.923,24.095
659,3294,27.900,24.090
660,3299,27.863,24.052
661,3304,27.864,24.050
662,3309,27.863,24.053
663,3314,27.836,24.044
664,3319,27.818,24.040
665,3324,27.815,24.026
666,3329,27.813,23.995
667,3334,27.804,23.951
668,3339,27.797,23.951
669,3344,27.800,23.938
670,3349,27.843,23.928
